"shRanBP6_1.CEL"	"shRanBP6_2.CEL"	"shRanBP6_3.CEL"	"shRanBP6_DOX_1.CEL"	"shRanBP6_DOX_2.CEL"	"shRanBP6_DOX_3.CEL"
"TCEAL3"	8.946	9.026	8.9107	7.9524	8.2144	7.733
"TCEAL4"	12.1037	12.1772	12.1535	12.1613	12.2311	12.2377
"TCEAL7"	5.6718	5.7421	5.9525	5.9858	5.7113	5.7067
"TCEAL8"	10.6596	10.6984	10.6768	10.9233	10.9271	11.0053
"TCEANC"	4.3029	4.3875	4.4596	4.4855	4.2999	4.9012
"TCEANC2"	6.3681	6.3933	6.2903	6.5696	6.5622	6.5107
"TCEB1"	11.3451	11.2129	11.2307	11.0193	11.1267	11.1253
"TCEB2"	10.2546	10.245	10.2803	10.5731	10.5889	10.5235
"TCEB3"	9.3373	9.3972	9.3701	9.0971	9.1287	9.0839
"TCEB3-AS1"	8.3271	8.2862	8.1518	8.5805	8.6082	8.5556
"TCEB3B"	3.4494	3.4469	3.4975	3.4139	3.4576	3.3845
"TCERG1"	4.2271	4.3272	4.2938	4.2581	4.3291	4.5825
"TCERG1L"	3.8121	3.7659	3.6753	3.7715	3.6126	3.7852
"TCF12"	5.9562	5.92	6.0242	6.427	6.3317	6.3232
"TCF15"	5.3223	5.2759	5.3378	4.9402	5.4614	4.9926
"TCF19"	9.6627	9.6132	9.5596	9.2615	9.3613	9.2886
"TCF20"	7.4211	7.3495	7.4514	7.1718	7.3262	7.335
"TCF21"	4.295	4.3646	4.4385	4.4134	4.4728	4.4083
"TCF24"	8.0338	7.9695	7.9869	7.174	7.433	7.2013
"TCF25"	9.8808	9.8905	9.8962	9.832	9.7897	9.7766
"TCF3"	6.4713	6.6365	6.7306	6.5624	6.4861	6.5909
"TCF4"	8.1056	8.0944	8.1411	8.6342	8.4799	8.4549
"TCF7"	7.3911	7.3673	7.4277	7.3229	7.293	7.2619
"TCF7L1"	6.5103	6.5474	6.5701	6.6293	6.4815	6.295
"TCF7L2"	8.3366	8.3723	8.4256	8.5458	8.4409	8.4821
"TCFL5"	9.013	9.1569	9.0416	9.3324	9.2853	9.2941
"TCHH"	3.6414	3.7406	3.6103	3.8661	3.6038	3.6296
"TCHP"	6.9015	6.9788	6.8833	7.531	7.3978	7.4536
"TCIRG1"	7.2488	7.4003	7.2441	6.7064	7.0138	6.8155
"TCL1A"	4.7373	4.5085	4.6384	4.4732	4.6305	4.6809
"TCL1B"	6.8042	6.6914	6.9927	6.6784	6.7507	6.7529
"TCL6"	4.605	4.4869	4.4634	4.4948	4.5928	4.611
"TCN1"	4.4086	4.2017	4.2019	3.987	4.1787	4.1686
"TCN2"	5.4893	5.3522	5.5085	5.6833	5.4541	5.2229
"TCOF1"	9.9598	10.0462	9.9635	9.3311	9.4061	9.2446
"TCONS_00029157"	4.6298	4.6114	4.7228	4.4975	4.6274	4.5524
"TCP10"	4.6976	4.743	4.5735	4.5675	4.6326	4.7739
"TCP10L"	5.749	5.8709	5.8555	5.4702	5.47	5.3974
"TCP11"	4.6953	4.3641	4.5087	4.151	4.5968	4.3363
"TCP11L1"	7.3917	7.4811	7.3908	7.5427	7.4891	7.5149
"TCP11L2"	4.6093	4.8701	4.7757	4.6964	4.5729	4.6653
"TCTA"	7.6767	7.5861	7.5962	8.1017	8.1973	8.1328
"TCTE1"	4.6409	4.5661	4.6395	4.534	4.4062	4.6144
"TCTE3"	4.4341	4.42	4.5055	4.5685	4.4787	4.6029
"TCTEX1D1"	3.2051	3.2626	3.2743	3.189	3.233	3.1645
"TCTEX1D2"	8.7646	8.7544	8.8017	9.5642	9.5121	9.592
"TCTN1"	7.0519	7.2466	7.1473	7.4447	7.4788	7.4219
"TCTN2"	6.9653	6.9138	6.9774	7.1183	7.0796	7.093
"TCTN3"	9.4501	9.4183	9.3517	9.7849	9.6574	9.7127
"TDG"	10.2819	10.2194	10.2984	10.2494	10.3049	10.2928
"TDH"	4.9789	4.8466	4.8643	4.6744	4.4748	4.8499
"TDO2"	3.6198	3.4292	3.4275	3.391	3.5939	3.2948
"TDP1"	7.7178	7.6182	7.6234	7.8695	7.816	7.7404
"TDP2"	11.7702	11.9031	11.7971	11.6226	11.6698	11.6272
"TDRD1"	3.4139	3.5123	3.5422	3.7989	3.4964	3.6198
"TDRD10"	5.8128	5.3097	5.6439	5.9773	6.062	6.1188
"TDRD12"	5.4093	5.3752	5.0511	6.2961	6.2285	6.3102
"TDRD3"	8.7325	8.875	8.7243	7.9331	8.1576	7.9394
"TDRD5"	3.9122	3.7874	4.1093	3.7538	3.9178	3.7353
"TDRD6"	5.6699	6.0879	5.9645	5.6652	5.8384	5.6954
"TDRD7"	8.804	8.8098	8.7553	9.0597	9.0355	8.904
"TDRD9"	3.5353	3.4972	3.5133	3.5123	3.4418	3.5079
"TDRG1"	5.8662	5.7352	5.5603	5.2946	5.6467	5.6131
"TDRKH"	6.0226	6.3882	5.9431	6.0949	5.8752	5.9702
"TDRP"	4.872	5.093	5.428	4.8007	4.9853	4.8252
"TEAD1"	6.6391	6.9495	6.778	6.7569	6.7198	6.5795
"TEAD2"	6.2131	6.1938	6.2673	6.1679	6.2973	6.2125
"TEAD3"	6.6681	6.4086	6.4004	6.7822	6.7925	6.7757
"TEAD4"	8.6896	8.7419	8.6713	8.6828	8.6321	8.5852
"TEC"	6.0204	6.1937	6.3841	6.2788	6.1805	6.3371
"TECPR1"	7.552	7.5636	7.6283	7.4232	7.4153	7.4421
"TECPR2"	6.8317	6.7893	6.852	7.5762	7.5117	7.5819
"TECR"	7.586	7.5587	7.5541	7.6553	7.4659	7.6326
"TECRL"	2.7613	2.8583	2.905	2.7658	2.7285	2.712
"TECTA"	4.9799	4.818	4.6677	4.7493	4.8921	4.8594
"TECTB"	5.1874	5.3819	5.2031	5.1451	5.1074	5.2162
"TEDDM1"	4.5263	4.3863	4.3299	4.4732	4.3646	4.3768
"TEF"	4.9886	4.9308	5.0513	4.915	5.031	5.0192
"TEFM"	7.9593	8.1563	8.2691	8.4296	8.2159	8.2406
"TEK"	4.4558	4.3245	4.3413	4.2057	4.2376	4.17
"TEKT1"	5.6584	5.4431	5.5581	5.6179	5.6742	5.625
"TEKT2"	5.5021	5.7752	5.9835	6.1005	6.0772	5.9818
"TEKT3"	4.1342	4.4658	4.2962	4.3834	4.2799	4.1848
"TEKT5"	5.3619	5.2435	5.4414	5.1186	5.4045	5.3321
"TELO2"	8.4798	8.5885	8.4205	8.1812	8.2771	8.181
"TENM1"	6.0989	6.2528	6.1684	5.9236	5.7814	5.699
"TENM2"	4.191	3.9648	4.1408	3.7898	4.0408	4.1407
"TENM3"	5.7222	5.844	5.8629	5.7225	5.6753	5.9246
"TENM4"	5.1414	4.883	5.3672	5.8578	5.8264	5.7156
"TEP1"	5.455	5.5926	5.7008	6.1623	6.0292	6.0451
"TEPP"	5.6464	5.85	5.9099	6.2906	6.0666	6.2629
"TERF1"	10.5259	10.5492	10.4786	10.4667	10.4556	10.3816
"TERF2"	7.513	7.4402	7.469	7.6639	7.6554	7.6409
"TERF2IP"	11.1859	11.2738	11.1592	11.0056	11.075	11.001
"TERT"	5.456	5.3077	5.4496	5.373	5.4007	5.3197
"TES"	9.1669	9.1606	9.1	8.6216	8.6239	8.5067
"TESC"	5.6561	5.715	5.8174	6.2675	6.1304	6.1731
"TESK1"	7.8567	7.8641	7.6419	7.8602	7.8152	7.7726
"TESK2"	8.2244	8.2541	8.2495	8.4066	8.3443	8.4273
"TESPA1"	4.1989	4.2801	4.0302	4.1938	4.3008	4.2067
"TET1"	9.1773	9.1452	9.1578	9.9784	9.9867	9.7971
"TET2"	6.9269	7.2229	7.0426	7.1655	7.1149	6.8926
"TET3"	6.3409	6.4332	6.0999	5.8261	5.7451	5.8377
"TEX10"	10.8967	10.8501	10.8319	10.3717	10.3356	10.262
"TEX101"	5.4215	5.373	5.5055	5.4468	5.4224	5.4612
"TEX11"	3.7165	3.5122	3.6889	3.6405	3.5917	3.5691
"TEX12"	4.3961	4.2741	4.3071	4.1563	4.2723	4.305
"TEX13A"	4.5781	4.4376	4.3822	4.4409	4.444	4.357
"TEX13B"	6.0019	5.8843	5.8616	5.8565	6.075	5.9485
"TEX14"	6.2612	6.2617	6.3086	5.5153	5.6226	5.8739
"TEX15"	6.5519	6.6716	6.567	6.6368	6.6125	6.6485
"TEX19"	7.26	7.0545	7.2047	6.8722	6.771	6.7072
"TEX2"	8.3339	8.2645	8.2695	8.6722	8.8611	8.6682
"TEX22"	6.1803	6.047	6.2902	6.2072	6.3078	6.4545
"TEX26"	3.2537	3.4117	3.4233	3.6662	3.6047	3.4704
"TEX26-AS1"	3.6208	3.5516	3.5101	3.6123	3.5734	3.5238
"TEX261"	7.7948	7.7075	7.737	8.2568	8.1898	8.0904
"TEX264"	9.2838	9.3069	9.1377	9.4355	9.3635	9.3358
"TEX28"	5.584	5.7187	5.5984	5.5201	5.42	5.6319
"TEX29"	4.2105	4.1687	4.2036	4.1983	4.0336	4.3745
"TEX30"	8.7754	8.754	8.8641	9.376	9.2387	9.2765
"TEX33"	3.3697	3.6321	3.6012	3.4746	3.2895	3.471
"TEX35"	4.9928	4.9424	4.833	4.6876	4.9953	4.9148
"TEX36"	3.5224	3.6857	3.3934	3.6135	3.5082	3.6965
"TEX36-AS1"	3.3541	3.3525	3.3305	3.3137	3.359	3.4136
"TEX37"	6.0042	5.8176	6.003	5.7613	5.841	5.907
"TEX38"	3.8736	3.846	3.695	3.6779	3.7213	3.5114
"TEX41"	3.4259	3.7049	3.567	3.4034	3.6218	3.5175
"TEX43"	3.7187	3.591	3.8572	3.5762	3.5969	3.3157
"TEX9"	4.1916	3.9191	4.0648	4.0845	4.0491	4.0697
"TF"	4.7531	4.7988	4.7385	4.6375	4.674	4.9058
"TFAM"	10.8786	10.8409	10.9564	10.9096	10.9042	10.8754
"TFAP2A"	5.3031	5.2791	5.1724	5.4879	5.1955	5.1395
"TFAP2A-AS1"	6.7809	6.9359	6.7347	6.5705	6.519	6.5096
"TFAP2B"	3.7946	3.6964	3.6486	3.438	3.7708	3.6396
"TFAP2C"	6.9448	6.7958	6.8579	6.6781	6.7523	6.8506
"TFAP2D"	4.5825	4.6046	4.3708	4.6945	4.6274	4.7343
"TFAP2E"	6.5091	6.4828	6.7684	6.7161	6.6021	6.6245
"TFAP4"	6.2867	6.4191	6.3385	6.5003	6.3769	6.3962
"TFB1M"	10.6353	10.536	10.6122	10.1945	10.158	10.0731
"TFB2M"	5.5295	5.3243	5.4662	5.3017	5.5016	5.4561
"TFCP2"	9.3558	9.3502	9.2533	9.1723	9.2486	9.1539
"TFCP2L1"	5.5782	5.6331	5.5903	5.5994	5.6706	5.631
"TFDP1"	9.7382	9.8504	9.6897	9.6204	9.5124	9.6423
"TFDP2"	8.2161	8.2825	8.273	8.6744	8.6015	8.4483
"TFDP3"	4.5056	4.4375	4.4034	4.4644	4.7995	4.6647
"TFE3"	5.7891	5.7859	5.8017	5.693	5.7063	5.711
"TFEB"	7.4188	7.4092	7.4507	7.2564	7.2994	7.2436
"TFEC"	3.3017	3.335	3.2559	3.472	3.3481	3.3693
"TFF1"	4.7231	4.7907	4.8772	4.6718	4.7567	4.8416
"TFF2"	4.7248	4.8432	4.9423	4.8914	4.7824	4.896
"TFF3"	6.8352	6.4347	6.4125	6.3402	6.2964	6.3307
"TFG"	5.543	5.6806	5.5633	5.7655	5.4313	5.708
"TFIP11"	8.3097	8.2806	8.2287	7.9466	7.9358	7.8402
"TFPI"	5.3022	5.4062	5.3377	5.5932	5.5497	5.6067
"TFPI2"	6.3704	6.7113	6.6306	6.4147	6.2295	6.0411
"TFPT"	9.1711	9.2703	9.0559	8.5421	8.5529	8.4804
"TFR2"	5.5518	5.5462	5.5583	5.1409	5.2522	5.3089
"TFRC"	6.4986	6.6335	6.7955	6.0415	6.2345	6.109
"TG"	5.1743	5.1681	5.2487	4.8229	5.2273	5.1634
"TGDS"	8.4641	8.4282	8.7131	8.8792	8.6443	8.8092
"TGFA"	5.0187	5.001	5.1576	5.1233	5.1352	5.0816
"TGFB1"	5.9009	5.8802	5.6435	5.7379	5.8617	5.6937
"TGFB1I1"	7.4762	7.5381	7.3852	7.8881	7.9229	7.7749
"TGFB2"	3.839	3.9523	3.9188	3.6189	3.8509	3.8676
"TGFB3"	5.4823	5.3596	5.3761	5.1922	5.4052	5.3781
"TGFBI"	4.9117	4.9858	4.9791	4.9418	4.9418	4.9366
"TGFBR1"	4.8867	5.1808	5.2185	5.7552	5.3525	5.7916
"TGFBR2"	6.1216	6.1136	6.1587	6.1713	6.3359	6.1082
"TGFBR3"	9.5731	9.6514	9.5572	9.4068	9.3953	9.3478
"TGFBRAP1"	8.0014	8.0558	8.0107	8.06	8.0909	8.1247
"TGIF1"	6.2647	6.1488	6.3124	6.2835	6.1205	6.1572
"TGIF2"	9.3828	9.3148	9.3356	9.0177	8.9767	8.917
"TGIF2LY"	4.461	4.408	4.4962	4.4827	4.5488	4.5203
"TGM1"	5.8793	6.1812	5.7983	5.7069	5.675	5.8809
"TGM2"	5.2338	5.291	5.3328	5.3742	5.2706	5.3263
"TGM3"	4.1456	3.9954	4.1798	4.209	4.1922	4.2477
"TGM4"	4.4408	4.4646	4.4053	4.509	4.4102	4.6414
"TGM5"	6.2546	6.1077	5.993	5.9379	6.3365	6.166
"TGM6"	5.7385	5.8933	5.7292	5.7591	5.7948	5.6336
"TGM7"	4.112	4.147	3.9937	4.025	4.2019	4.0738
"TGOLN2"	6.8451	6.8824	6.7182	6.7213	6.5735	6.6387
"TGS1"	9.5179	9.6154	9.5488	9.997	9.9498	9.9024
"TH"	4.7522	4.4877	4.5793	4.623	4.8747	4.7615
"TH2LCRR"	3.849	3.8457	3.8638	3.7918	3.7956	3.8418
"THADA"	5.5791	5.8422	5.4724	4.5301	4.3389	4.0923
"THAP1"	9.8626	9.9314	9.9091	9.0889	9.219	9.0229
"THAP10"	9.3408	9.3759	9.2473	9.5096	9.4848	9.5009
"THAP11"	10.008	10.0246	9.9882	9.9557	9.8899	9.9032
"THAP2"	6.6743	6.9886	6.9273	7.2436	7.1896	7.1918
"THAP3"	7.1889	7.2613	7.0986	6.8021	6.9208	6.8368
"THAP4"	9.4265	9.3373	9.2966	9.2123	9.2299	9.1189
"THAP5"	7.2459	7.1879	7.3204	7.1991	7.0149	7.0695
"THAP6"	7.9849	7.9298	7.9726	7.7964	7.8085	7.6798
"THAP7"	9.1207	9.0407	9.0527	8.9474	9.024	8.9535
"THAP7-AS1"	6.1473	6.0563	6.0463	6.4932	6.3747	6.3679
"THAP8"	6.9982	7.0365	6.9435	6.6634	7.0379	6.5047
"THAP9"	7.7757	7.7748	7.6547	6.7543	6.8376	6.5344
"THAP9-AS1"	11.2899	11.389	11.534	10.6577	10.763	10.7713
"THBD"	4.8162	4.8313	4.7842	4.7197	4.7862	4.5317
"THBS1"	3.9538	3.9334	3.8781	3.8423	3.9669	3.9736
"THBS2"	4.2635	4.1502	3.9165	4.143	4.2741	4.1937
"THBS3"	7.0326	7.1243	7.1461	7.2805	7.1985	7.2655
"THBS4"	6.4575	6.5483	6.4021	6.4108	6.4809	6.2904
"THCAT158"	3.9918	4.0019	3.921	4.0384	3.9567	4.0269
"THEG"	5.5506	5.5899	5.4329	5.3728	5.6844	5.4874
"THEG5"	3.5327	3.8341	3.7904	3.6858	3.8134	3.7307
"THEM4"	7.7953	7.6817	7.6862	8.7558	8.6353	8.5808
"THEM5"	3.1927	3.2264	3.0861	3.2485	3.1543	3.1934
"THEM6"	7.2875	7.161	7.2572	7.7952	7.5678	7.6918
"THEMIS"	3.3286	3.3135	3.2976	3.2096	3.2375	3.2722
"THEMIS2"	6.4573	6.6694	6.5322	6.4254	6.4257	6.2959
"THG1L"	8.1618	8.2277	8.1408	8.8303	8.5505	8.7189
"THNSL1"	6.4527	6.5193	6.3095	7.0712	6.9058	7.0313
"THNSL2"	5.3999	5.2124	5.2265	5.0829	5.3179	5.2168
"THOC1"	10.4431	10.4509	10.3844	10.1636	10.2115	10.0244
"THOC2"	10.8239	10.9518	10.9371	10.9898	11.0309	10.9234
"THOC5"	7.8497	7.9691	7.8676	7.3834	7.4533	7.5259
"THOC6"	9.0097	8.9539	8.9463	9.0654	8.9562	8.9168
"THOC7"	7.8017	7.6024	7.6507	8.9982	8.7023	8.927
"THOP1"	8.4828	8.56	8.4694	8.6828	8.6692	8.7543
"THPO"	4.0599	4.0261	4.0893	4.2414	4.2669	3.9863
"THRA"	6.4129	6.34	6.3693	6.3251	6.4205	6.3978
"THRAP3"	9.0262	9.1609	9.0549	9.0697	9.0317	9.0372
"THRB"	6.7794	6.929	6.8984	7.5625	7.395	7.6251
"THRSP"	4.7951	5.0641	4.7652	4.6235	4.6475	4.5446
"THSD4"	4.2941	4.213	4.2424	4.1955	4.2406	4.1958
"THSD4-AS1"	4.5934	4.4154	4.4115	4.122	4.4617	4.5299
"THSD7A"	3.7375	3.5009	3.7338	3.8067	4.0684	4.0434
"THSD7B"	3.8114	3.8969	3.6656	3.6815	3.7789	3.6813
"THTPA"	7.6462	7.5778	7.66	8.0621	8.014	7.9315
"THUMPD1"	10.5129	10.5082	10.5207	10.4189	10.4826	10.4021
"THUMPD2"	10.4408	10.4224	10.4582	9.6405	9.7586	9.5747
"THUMPD3"	10.0395	10.0145	9.987	9.855	9.8902	9.7755
"THUMPD3-AS1"	7.6021	7.7801	8.0085	7.7525	7.6824	7.8267
"THY1"	6.0647	5.9122	6.0333	5.6548	5.8663	5.9664
"THYN1"	10.268	10.1807	10.2226	10.2472	10.2869	10.1951
"TIA1"	9.5837	9.5532	9.5961	9.4904	9.4444	9.3491
"TIAF1"	4.9706	4.9014	5.1675	5.2112	5.2042	5.3272
"TIAL1"	8.8526	8.7986	8.8873	8.6911	8.6638	8.61
"TIAM1"	8.3809	8.3427	8.2717	8.223	8.1296	8.0281
"TIAM2"	6.6912	6.5832	6.5777	6.7221	6.7409	6.6487
"TICAM1"	6.0271	5.8426	5.8629	5.9977	5.8794	5.8714
"TICRR"	8.1034	8.1628	8.0859	8.0383	7.9168	7.9085
"TIE1"	3.9199	3.9225	4.0383	3.8264	3.8307	3.9352
"TIFA"	5.872	6.1591	5.8874	5.8848	5.8804	5.7955
"TIFAB"	5.6327	5.5734	5.5739	5.5584	5.6325	5.4694
"TIGAR"	10.6739	10.6836	10.6555	10.4885	10.6312	10.5125
"TIGD1"	8.623	8.6499	8.609	8.6129	8.7158	8.615
"TIGD2"	8.1112	8.1896	8.2241	9.1737	9.0993	9.0634
"TIGD3"	7.0281	7.0483	6.7278	6.4712	6.6816	6.5301
"TIGD4"	4.7711	5.0841	5.0046	5.2559	4.9573	4.9248
"TIGD5"	8.2112	8.1684	8.1573	8.1469	8.2016	8.1338
"TIGD6"	4.1003	4.0359	3.9721	3.8153	3.7394	4.0313
"TIGD7"	6.431	6.5031	6.4138	6.4657	6.314	6.3745
"TIGIT"	4.1003	3.94	4.0045	3.9919	4.0132	4.1501
"TIMD4"	4.1342	4.1688	4.3711	4.2113	4.1273	4.2642
"TIMELESS"	8.351	8.3652	8.412	8.8622	8.8783	8.8227
"TIMM10"	11.2633	11.2406	11.2904	10.8337	10.7752	10.7785
"TIMM10B"	9.2224	9.0541	9.1087	8.7841	8.7504	8.5826
"TIMM13"	7.8605	7.7302	7.819	7.7093	7.7928	7.6048
"TIMM17A"	9.3541	9.4975	9.4175	9.2692	9.2213	9.1968
"TIMM17B"	7.9486	7.7645	7.7743	7.9313	8.0134	7.9966
"TIMM21"	9.485	9.4771	9.4545	9.9407	10.034	9.9647
"TIMM22"	8.1038	7.9407	8.0209	8.4673	8.3101	8.4042
"TIMM23"	4.2515	4.2844	4.1077	3.9272	4.1534	4.0541
"TIMM44"	10.192	10.1523	10.1942	9.7879	9.789	9.6563
"TIMM50"	9.6254	9.6176	9.6794	9.5345	9.4414	9.3852
"TIMM8A"	6.5876	6.7631	6.6594	6.7046	6.5588	6.6613
"TIMM8B"	11.2128	11.1613	11.1297	10.9067	10.87	10.8168
"TIMM9"	9.2657	9.2238	9.3223	10.0016	9.8471	9.8712
"TIMMDC1"	11.4511	11.4168	11.3997	11.3926	11.3255	11.2927
"TIMP1"	10.287	10.2286	10.31	10.7924	10.8082	10.7463
"TIMP2"	7.0856	7.044	6.9469	7.5309	7.456	7.4495
"TIMP3"	7.9124	7.9801	7.8848	7.5573	7.5311	7.5686
"TIMP4"	4.3087	4.439	4.4576	4.2724	4.4109	4.4545
"TINAG"	4.488	4.4409	4.2154	4.2841	4.2276	4.2179
"TINAGL1"	6.3162	6.3981	6.3579	6.282	6.3222	6.39
"TINCR"	5.0427	5.0899	5.2954	5.1557	4.9345	5.3785
"TINF2"	9.5558	9.5533	9.4037	9.2211	9.2843	9.155
"TIPARP"	9.9474	9.9334	9.9606	9.8631	9.8361	9.7781
"TIPARP-AS1"	3.9445	3.8342	4.0085	3.9107	3.9223	4.019
"TIPIN"	11.5797	11.622	11.5824	11.1722	11.1908	11.1436
"TIPRL"	11.1357	11.1406	11.2169	10.8159	10.8728	10.8206
"TIRAP"	6.2036	6.1239	6.2856	6.6929	6.4866	6.7096
"TJAP1"	8.4275	8.4228	8.4896	8.4807	8.4832	8.4639
"TJP1"	9.3771	9.3386	9.2841	9.2684	9.2179	9.1301
"TJP2"	5.3961	5.0732	5.1622	5.2501	5.4572	5.3902
"TJP3"	5.5827	5.6364	5.5131	5.6327	5.6543	5.6293
"TK1"	9.3867	9.4188	9.3313	9.4902	9.3249	9.383
"TK2"	5.8919	5.7668	5.7668	6.1897	5.9157	6.1913
"TKFC"	5.261	5.4253	5.2793	6.0027	5.6866	5.8839
"TKT"	11.5163	11.5254	11.4649	11.5136	11.4588	11.5154
"TKTL1"	5.9972	6.2653	6.0562	6.3422	6.4547	6.4052
"TKTL2"	3.7401	3.6179	3.7599	3.5229	3.5814	3.7086
"TLCD1"	7.467	7.3268	7.4874	8.4165	8.1791	8.3493
"TLCD2"	6.6481	6.8825	6.7881	7.564	7.5353	7.3274
"TLDC1"	6.8664	6.8566	6.7482	7.0802	6.8171	6.8733
"TLDC2"	4.6918	4.9866	4.7044	4.5664	4.7233	4.5599
"TLE1"	9.1807	8.8758	8.8341	8.8967	8.8704	8.8116
"TLE2"	6.2943	6.2356	6.2492	6.392	6.5626	6.4284
"TLE3"	7.9911	8.0658	7.9544	7.7772	7.7049	7.6447
"TLE4"	6.7118	7.1723	7.0164	7.2794	7.0868	7.4175
"TLE6"	5.4683	5.445	5.4696	5.4101	5.5064	5.4693
"TLK1"	5.9115	6.037	6.0154	6.1917	5.822	5.8631
"TLK2"	7.2746	7.2697	7.2522	7.3444	7.374	7.2372
"TLL1"	3.3219	3.1519	3.3189	3.3373	3.2724	3.2493
"TLL2"	3.6446	3.4548	3.7741	3.5026	3.7214	3.6739
"TLN1"	6.1991	6.2584	6.2086	6.26	6.2317	6.2584
"TLN2"	5.7603	5.7226	5.6354	6.0378	6.1923	6.2696
"TLR1"	3.5997	3.7492	3.4	3.4942	3.8868	3.6892
"TLR10"	4.1294	4.137	3.9958	4.0313	4.0415	4.015
"TLR2"	6.0532	6.2396	6.2452	5.905	6.0791	6.0086
"TLR3"	3.3819	3.2381	3.1977	3.3045	3.27	3.2817
"TLR4"	3.5883	3.4639	3.5173	3.4881	3.3989	3.4051
"TLR5"	5.1328	5.1184	5.1512	5.2339	5.1661	5.2417
"TLR6"	4.2719	4.29	4.2934	4.2494	4.2143	4.1455
"TLR7"	4.2152	4.2366	4.1735	4.1949	4.0654	4.1953
"TLR8"	3.8782	3.8475	4.0243	4.0173	4.0822	4.1821
"TLR8-AS1"	3.9781	3.8666	3.7326	3.9561	4.016	4.0082
"TLR9"	5.8329	5.8786	5.7421	5.8764	5.926	5.9446
"TLX1"	4.6032	4.5835	4.5825	4.52	4.7575	4.4535
"TLX2"	4.8286	4.8707	4.871	4.6596	4.8376	4.8773
"TLX3"	4.5442	4.4577	4.5674	4.4777	4.487	4.7157
"TM2D1"	7.1802	7.2432	7.2387	7.2382	7.3499	7.0735
"TM2D2"	11.096	11.0731	11.1147	10.8671	10.8796	10.9032
"TM2D3"	11.9329	11.9291	11.9268	11.9219	11.9204	11.9582
"TM4SF1"	3.5927	3.5123	3.3936	3.4537	3.4936	3.6393
"TM4SF18"	3.9003	3.7953	3.9745	3.8338	3.9527	3.973
"TM4SF20"	3.377	3.406	3.4727	3.2748	3.2622	3.3016
"TM4SF4"	4.2929	4.4168	4.4202	4.35	4.2775	4.2929
"TM4SF5"	4.7067	4.6091	4.6806	4.6442	4.6055	4.5584
"TM6SF1"	5.6887	5.7338	5.5957	5.656	5.646	5.685
"TM6SF2"	5.2052	5.3525	5.6214	5.4002	5.3998	5.5008
"TM7SF2"	8.3792	8.1684	8.1038	8.7765	8.708	8.6844
"TM7SF3"	8.4385	8.5595	8.4186	8.6044	8.6894	8.8106
"TM9SF1"	7.4751	7.4628	7.5373	7.6369	7.4386	7.5897
"TM9SF2"	11.9025	11.8935	11.8903	11.8979	11.9321	11.9038
"TM9SF3"	10.1969	10.2608	10.21	10.6057	10.605	10.6021
"TM9SF4"	8.148	8.2035	8.1197	8.035	8.0003	7.8604
"TMA16"	8.5623	8.5875	8.5495	9.1501	9.0893	9.3108
"TMA7"	13.7444	13.758	13.7716	13.8603	13.8584	13.9063
"TMBIM4"	8.7037	8.5987	8.6635	10.4658	10.0804	10.3466
"TMBIM6"	11.9823	12.0029	11.945	11.9485	11.9505	11.9183
"TMC1"	4.2607	4.3218	4.3601	4.1651	4.2698	4.4066
"TMC2"	6.024	5.7108	5.6197	5.7305	5.6658	5.8956
"TMC3-AS1"	6.9059	6.8652	6.893	6.687	6.8738	6.6935
"TMC4"	4.2919	4.3825	4.5993	4.458	4.5526	4.3378
"TMC5"	4.2387	4.3288	4.375	4.2636	4.3174	4.0504
"TMC6"	6.062	6.0715	6.0163	6.0707	6.2601	6.204
"TMC7"	3.9968	3.9802	3.9001	3.5159	3.7293	3.6634
"TMC8"	5.0742	4.8385	4.9755	4.8824	4.9667	4.8203
"TMCC1"	6.4445	6.5458	6.4442	6.3104	6.4729	6.287
"TMCC1-AS1"	3.2426	3.2636	3.3218	3.2538	3.1695	3.1065
"TMCC2"	6.6465	6.5589	6.4836	6.7906	6.733	6.7274
"TMCC3"	6.5284	6.6636	6.5487	6.8147	6.5986	6.5324
"TMCO1"	11.2035	11.2893	11.2247	11.1022	11.0342	11.049
"TMCO2"	4.2743	4.1745	4.3998	4.2164	4.2884	4.3097
"TMCO3"	6.7334	6.8807	6.8729	6.9338	6.8178	6.8333
"TMCO4"	5.9143	5.7378	5.9308	6.0854	5.9995	5.8874
"TMCO5A"	3.1986	3.3912	3.3132	3.1979	3.3083	3.2474
"TMCO5B"	3.1273	3.2268	3.1934	3.2193	3.2807	3.2675
"TMCO6"	8.5546	8.5705	8.5902	8.7066	8.6447	8.6355
"TMED1"	9.0366	8.8544	8.8736	9.6359	9.5562	9.5613
"TMED10"	11.2892	11.2225	11.2566	11.1403	11.0627	11.1076
"TMED2"	11.3305	11.309	11.3745	11.4368	11.295	11.3612
"TMED3"	6.414	6.6281	6.6723	6.6106	6.6082	6.4298
"TMED4"	9.5425	9.3208	9.2305	9.9552	9.972	9.915
"TMED5"	7.4367	7.5899	7.6214	7.6725	7.5519	7.6627
"TMED6"	4.5294	4.3631	4.1867	4.2481	4.1294	4.1926
"TMED8"	9.0233	9.1894	9.0997	9.6152	9.5815	9.5712
"TMED9"	11.2213	11.3292	11.3307	11.4188	11.4744	11.4548
"TMEFF2"	5.8908	5.9854	5.8077	5.734	5.7074	5.8182
"TMEM100"	7.4081	7.3626	7.5419	7.7692	7.2978	7.5237
